#of artifacts,artifact trend,perf. as reviewer,avg. quality of reviewer ,author's cummulated quality,duration(days),complexity,consistency in load,consistency in quality,total defects count
1,0,0,1293,0.023614896,9,1.5,0.166666667,0.230769231,2
1,-1,0,1159,0.001015262,52,0,0.333333333,0.193548387,49
2,2,0,1690,0,21.5,0,0.666666667,3,34
6,2,6,916.3333333,0.009841363,6.833333333,9,0.111111111,1.611940299,6
4,-5,18,674.75,0.009844255,7,6,0.074074074,1.611940299,2
9,4,8.5,866.2222222,0.009406232,6.666666667,13.5,0.166666667,1.6875,18
5,2,3,1083,0.006174655,11,7.5,0.092592593,2.571428571,20
3,-1,0,1453,0.002941176,8.333333333,4.5,0.055555556,5.4,15
3,-1,0,883.3333333,0.010275984,12.33333333,4.5,0.055555556,1.542857143,1
11,6,0,1245.727273,0.001618599,3.454545455,16.5,0.203703704,9.818181818,33
5,5,0,1451.6,0,8.4,7.5,0.092592593,54,3
4,-2,0,1034.5,0.010279001,0.5,6,0.074074074,1.542857143,3
4,-7,0,1091.5,0.002942042,1.25,6,0.074074074,5.4,2
2,2,0,1318,0,7,3,0.076923077,26,10
1,-4,0,1928,0.002463054,5,2.5,0.038461538,4.333333333,3
5,4,0,1596.2,0.026617527,25.2,9.5,0.192307692,0.4,25
2,1,0,1928,0.005129257,20.5,5,0.076923077,2.08,10
5,3,5,1611.4,0.025819672,2.2,11,0.192307692,0.412698413,1
2,-1,0,1728.5,0.020090201,5.5,5,0.076923077,0.530612245,31
1,-4,0,1331,0.025809095,5,2.5,0.038461538,0.412698413,2
5,3,0,1354,0.002464066,3.4,7,0.192307692,4.333333333,6
3,1,0,1928,0.009228876,6.666666667,7.5,0.115384615,1.155555556,27
2,0,0,1647.5,0.059436574,11.5,5,0.048780488,0.112328767,3
4,2,0,1943,0.045128706,7,0,0.097560976,0.14801444,12
4,4,33.5,1594.5,0,63.75,5,0.097560976,41,32
3,-3,30,1607.333333,0.032431551,2,7.5,0.073170732,0.206030151,2
6,5,18,1697.333333,0.032273839,14.83333333,12.5,0.146341463,0.207070707,44
1,-3,16.5,1577,0.005542876,27,0,0.024390244,1.205882353,93
8,4,0,1561.875,0.000733975,58.875,6.5,0.195121951,9.111111111,122
2,1,7.5,943.5,0.056921824,5.5,5,0.048780488,0.117310443,11
4,3,5.5,1433.25,0.005136149,4,5,0.097560976,1.301587302,20
3,1,0,1167.666667,0.059426897,2.333333333,6.5,0.073170732,0.112328767,7
2,-1,0,1763,0.032670686,11,5,0.048780488,0.204488778,96
1,-7,0,1851,0.00456621,3,2.5,0.024390244,1.464285714,3
1,-3,0,1158,0.046343053,4,2.5,0.024390244,0.144112478,29
1,1,0,1455,0,0,0,0.333333333,3,1
1,0,0,1455,0.000575374,2,0,0.333333333,3,11
1,0,0,1373,0.000575705,17,0,0.333333333,3,0
1,1,0,1038,0,3,1.5,1,1,0
4,4,0,1387.5,0,9.5,6,0.666666667,6,2
2,-2,0,1476,0.000238755,14,3,0.333333333,2.4,3
3,3,0,856,0,0.666666667,3,0.15,20,7
4,1,3,885,0.000140226,3,4,0.2,13.33333333,2
3,-1,3,856,0.000140239,2.666666667,3,0.15,13.33333333,0
4,2,6,914,0.0002804,3,4,0.2,6.666666667,4
4,1,22.5,856,0.000140252,3,4,0.2,13.33333333,8
2,-2,1.5,914,0.000140213,1.5,2,0.1,13.33333333,4
3,0,0,1733,0.001520159,0.666666667,5.5,0.111111111,2.347826087,1
3,-7,0,1733,0.001322052,6.666666667,6.5,0.111111111,2.7,1
3,3,0,1318.666667,0,7.666666667,4.5,0.111111111,27,11
10,5,0,1561.4,0.001322227,17.8,19,0.37037037,2.7,63
5,3,0,1733,0.001190161,63.6,3.5,0.185185185,3,37
1,-2,0,1320,0.000330688,2,1.5,0.037037037,10.8,0
2,1,0,1733,0.000330644,5.5,2.5,0.074074074,10.8,8
1,-2,0,981,0.031875137,3,2.5,0.027777778,0.248275862,10
1,0,77,1645,0.01420392,4,2.5,0.027777778,0.558139535,4
2,0,162,1346,0.02408711,7.5,5,0.055555556,0.328767123,20
1,0,56,1645,0.014207048,5,2.5,0.027777778,0.558139535,0
1,1,77.5,1693,0,0,2.5,0.027777778,36,1
1,0,0,1126,0.013659396,7,2.5,0.027777778,0.580645161,1
1,-1,115,1126,0.013662406,4,2.5,0.027777778,0.580645161,0
2,-2,7.5,1126,0.013665418,4.5,5,0.055555556,0.580645161,0
6,5,29,1102.666667,0.01551838,6.666666667,15,0.166666667,0.510638298,36
4,3,22.5,1073.25,0.001102293,12.25,10,0.111111111,7.2,42
3,0,0,1268,0.030013193,21,7.5,0.083333333,0.263736264,15
1,-2,22.5,1126,0.000882029,1,2.5,0.027777778,9,1
2,-4,133,1346,0.015514965,11.5,5,0.055555556,0.510638298,23
1,0,17.5,1645,0.015521797,2,2.5,0.027777778,0.510638298,0
1,0,143,1346,0.035054945,91,2.5,0.027777778,0.225705329,5
2,0,0,1346,0.018811881,11,5,0.055555556,0.421052632,30
3,2,144.5,1126,0.000220556,2.666666667,7.5,0.083333333,36,2
3,1,3,1202.333333,0.02946998,4.666666667,7.5,0.083333333,0.268656716,3
2,1,0,532,0.00101473,3,0,0.2,0.64516129,1
1,1,0,532,0,2,0,0.1,10,4
1,0,0,532,0.00085112,2,0,0.1,0.769230769,1
1,0,0,532,0.000851175,5,0,0.1,0.769230769,0
1,0,0,532,0.000556683,7,0,0.1,1.176470588,1
1,-1,0,532,0.00072032,3,0,0.1,0.909090909,2
1,0,0,532,0.000851231,1,0,0.1,0.769230769,0
2,1,0,532,0.000720367,3,0,0.2,0.909090909,0
2,2,0,1627,0,8,2,0.222222222,9,14
1,-2,0,1775,0.010535071,8,1,0.111111111,0.236842105,5
3,0,15,1775,0.007903494,3.666666667,3.5,0.333333333,0.315789474,21
3,1,13.5,1775,0.00332871,12,4.5,0.333333333,0.75,41
2,2,0,1228,0,2.5,5,1,2,0
1,1,0,41,0,0,0,1,1,0
1,0,0,1254,0.000313126,6,0,0.166666667,2.4,2
1,1,0,1357,0,3,0,0.166666667,6,2
1,-1,0,1357,0.000313205,0,0,0.166666667,2.4,0
1,0,0,1357,0.000313165,1,0,0.166666667,2.4,0
2,1,0,1357,0.000313244,1,0,0.333333333,2.4,2
1,1,0,850,0,372,2.5,1,1,25
2,1,0,92,0,5,0,0.25,8,0
1,0,0,92,0,13,0,0.125,8,0
1,-1,0,92,0,5,0,0.125,8,0
1,-1,0,92,0,1,0,0.125,8,0
1,1,0,92,0,14,0,0.125,8,0
2,1,0,92,0,18,0,0.25,8,0
1,0,0,1949,0.000760109,13,0,0.333333333,1.2,57
1,1,0,1949,0,14,0,0.333333333,3,1
1,0,0,1949,0.040425532,4,0,0.333333333,0.022556391,1
2,2,0,1707,0,14.5,2.5,0.4,5,16
3,1,0,1707,0.002319588,11.66666667,0,0.6,1.111111111,15
1,0,0,1116,0.003576903,12,1.5,0.166666667,0.171428571,1
1,-2,0,817,0.003015127,3,1.5,0.166666667,0.203389831,5
3,2,0,1889.333333,0.002708781,2,5.5,0.5,0.226415094,11
1,1,0,921,0,9,1,0.166666667,6,16
1,0,0,208,0.00700467,25,2.5,0.2,0.476190476,1
1,0,0,1116,0,1,1.5,0.2,5,0
1,0,0,1943,0,103,2.5,0.2,5,5
1,0,43,1595,0,3,1.5,0.2,5,0
1,1,0,1063,0,3,1.5,0.2,5,0
14,6,18,1576,0.004668466,8,24,0.076086957,2.875,8
16,13,0,1388.75,0.004122282,5.625,16,0.086956522,3.256637168,18
24,19,100.5,1280.125,0.001824551,5.458333333,45,0.130434783,7.36,34
5,-6,1.5,1331,0.001824684,6.6,11.5,0.027173913,7.36,8
11,-10,6,1488.272727,0.001532847,3.818181818,26.5,0.059782609,8.761904762,17
1,-1,0,1283,0.000109537,18,1,0.005434783,122.6666667,3
21,16,4.5,1015.190476,0.001423462,9.571428571,46.5,0.114130435,9.435897436,29
5,1,0,1433,0.000839539,7.6,9.5,0.027173913,16,11
4,-31,1.5,1450.25,0.0008396,0.5,10,0.02173913,16,1
2,2,0,1283,0,0.5,3.5,0.010869565,184,2
11,-13,52.5,1609.909091,0.002043348,35.09090909,21.5,0.059782609,6.571428571,64
8,5,7.5,1564,0.004121681,21.375,15,0.043478261,3.256637168,27
1,-10,0,1562,0.004122884,0,2.5,0.005434783,3.256637168,0
35,21,16.5,1299.657143,0.000839661,7.628571429,86,0.190217391,16,19
6,-8,9,1550.5,0.004777535,6.666666667,12,0.032608696,2.809160305,8
3,2,0,1177.666667,0.004122583,0.333333333,7.5,0.016304348,3.256637168,0
14,13,0,1469.285714,0.000438116,6.785714286,32.5,0.076086957,30.66666667,32
3,-13,0,1418,0.004121981,20.33333333,7.5,0.016304348,3.256637168,7
3,1,0,1866,0.01308879,52.33333333,7.5,0.051724138,0.363636364,39
2,-4,0,1928.5,0.012597456,19.5,5,0.034482759,0.377850163,9
4,4,0,1895.25,0,19,10,0.068965517,58,22
6,1,0,1934.833333,0.012188116,11.83333333,15,0.103448276,0.390572391,45
5,4,0,1938,0.006894853,19.8,12.5,0.086206897,0.69047619,53
1,-5,0,1938,0.006731243,18,2.5,0.017241379,0.707317073,2
6,2,0,1928.5,0.004802561,10.83333333,15,0.103448276,0.991452991,29
1,-3,0,1938,0.001231932,7,2.5,0.017241379,3.866666667,5
4,3,0,1830.75,0.016942895,7,10,0.068965517,0.280871671,10
1,-2,0,1938,0.00422859,0,2.5,0.017241379,1.126213592,3
3,-4,0,1938,0.003325669,17.33333333,7.5,0.051724138,1.432098765,19
9,5,0,1791.777778,0.017187628,13.88888889,22.5,0.155172414,0.276849642,198
1,-2,0,1866,0.013826208,22,2.5,0.017241379,0.34421365,18
4,3,0,1938,0.004679803,11.75,10,0.068965517,1.01754386,22
1,-8,0,1911,0.023133716,21,2.5,0.017241379,0.205673759,7
7,6,0,1929.857143,0.00201199,26.14285714,17.5,0.120689655,2.367346939,35
5,4,0,1293.8,0,4.6,7.5,0.142857143,35,9
1,-1,0,1491,0,9,1.5,0.028571429,35,0
6,6,0,1216.333333,0,13.83333333,10,0.171428571,35,2
9,4,0,497.2222222,0,9,13.5,0.257142857,35,1
5,-1,1,736.2,0,13.6,7.5,0.142857143,35,0
5,-4,0,864.4,0,0.8,11.5,0.142857143,35,0
1,-4,0,679,0,0,1.5,0.028571429,35,0
2,1,0,679,0,11,3,0.057142857,35,0
1,-4,3.5,664,0.000329641,8,2.5,0.028571429,14,0
2,1,269,255.5,0.019490623,2.5,2,0.076923077,0.109243697,0
1,-4,126,331,0.007863696,0,1,0.038461538,0.270833333,2
1,-2,0,1566,0.00434355,0,1,0.038461538,0.490566038,0
5,1,104,621.6,0.007372819,5.6,5,0.192307692,0.288888889,27
3,2,47.5,1566,0.001188427,7.333333333,3,0.115384615,1.793103448,26
1,0,0,189,0.006636624,1,1,0.038461538,0.320987654,0
1,-1,0,1566,0.004342838,10,1,0.038461538,0.490566038,12
1,0,13.5,1564,0.008272586,13,1,0.038461538,0.257425743,53
4,3,0,1221.75,0.006636081,0.75,4,0.153846154,0.320987654,9
2,1,0,1566,0.019814951,12,2,0.076923077,0.107438017,31
1,1,0,85,0,1,1,0.038461538,26,9
1,0,55.5,1566,0.016502867,9,1,0.038461538,0.129032258,22
2,1,0,1566,0.004343194,1.5,2,0.076923077,0.490566038,2
1,-1,13,1566,0.019489027,9,1,0.038461538,0.109243697,2
5,-11,0,782,0.002395073,1.2,5,0.032679739,7.285714286,0
5,0,0,994,0.001141292,18,7.5,0.032679739,15.3,7
5,-1,0,994,0.001141422,5.4,8.5,0.032679739,15.3,0
6,-26,4,1353.5,0.00097032,6.166666667,10,0.039215686,18,13
1,1,0,674,0,1,1,0.006535948,153,1
32,27,18.5,1160.96875,0.00097043,13.65625,50,0.209150327,18,24
9,-3,7.5,994,0.000399863,0.666666667,9,0.058823529,43.71428571,3
5,2,0,1008,0.000970541,13.8,7.5,0.032679739,18,0
3,2,9,994,0.000970652,13,4.5,0.019607843,18,0
12,11,0,1246.75,0.00011426,3.166666667,16.5,0.078431373,153,38
2,-7,30.5,1381,0.000399817,56.5,2.5,0.013071895,43.71428571,3
10,-1,0,557.8,0.002396166,6.1,15,0.065359477,7.285714286,0
16,14,0,1400.625,0.002395346,17.0625,17.5,0.104575163,7.285714286,12
5,-5,0,304.6,0.002395893,2.8,7,0.032679739,7.285714286,0
11,6,0,1098.090909,0.00239644,3.181818182,16.5,0.071895425,7.285714286,0
1,-9,0,1370,0.000685244,4,1.5,0.006535948,25.5,2
13,8,0,1171.846154,0.0023948,0.846153846,13,0.08496732,7.285714286,5
10,8,0,902.5,0.000685323,3.3,13.5,0.065359477,25.5,2
2,-3,0,1705,0.002395619,6,2,0.013071895,7.285714286,0
4,3,0,1479.25,0.000365631,7.25,0,0.571428571,2.333333333,12
1,1,0,1427,0,106,0,0.142857143,7,2
2,-2,0,1501,0.001035827,8.5,0,0.285714286,0.823529412,25
3,2,0,332,0.013258204,5,0,0.115384615,0.65,4
2,-2,2.5,1036,0.009797409,7.5,0,0.076923077,0.881355932,11
1,0,3.5,884,0.012437811,22,0,0.038461538,0.693333333,2
4,2,15.5,1188,0.006478405,3,0,0.153846154,1.333333333,22
2,0,6.5,1188,0.004818877,7,0,0.076923077,1.793103448,11
2,1,3,1188,0.004488032,26,0,0.076923077,1.925925926,7
1,1,19.5,1799,0,5,0,0.038461538,26,3
3,2,0,1315,0.012114172,7.666666667,0,0.115384615,0.712328767,6
1,-1,3,873,0.002827678,23,0,0.038461538,3.058823529,3
1,-1,7.5,884,0.011786189,5,0,0.038461538,0.732394366,1
1,0,0,1188,0.004156967,7,0,0.038461538,2.08,1
1,-2,11.5,510,0.014082174,8,0,0.038461538,0.611764706,5
1,-2,0,884,0.012110153,7,0,0.038461538,0.712328767,1
2,1,40,1030.5,0.001164725,4.5,0,0.076923077,7.428571429,4
1,0,20,332,0.013262599,8,0,0.038461538,0.65,0
1,1,0,1479,0,40,0,1,1,14
1,-11,0,780,0.003934713,61,0,0.04,1.851851852,1
7,7,2.5,891.2857143,0,3,12.5,0.28,25,1
12,10,0,883.9166667,0.002915452,4.416666667,16,0.48,2.5,14
2,-1,2.5,774,0.000729076,19.5,5,0.08,10,3
3,-4,0,862.3333333,0,6.333333333,6.5,0.12,25,1
1,1,0,1880,0,21,2.5,1,1,25
4,2,13,1762,0.003619479,16,4,0.061538462,1.313131313,43
6,5,113,1528.5,0.010452452,1.666666667,6,0.092307692,0.454545455,12
2,2,8,1471,0,9,2,0.030769231,65,6
2,-1,28,1521.5,0.003436929,1,2,0.030769231,1.382978723,1
1,-5,4.5,1701,0.000585309,16,1,0.015384615,8.125,5
3,-3,46.5,1269.666667,0.002998391,1.333333333,3,0.046153846,1.585365854,22
6,5,27.5,1542.5,0.002815768,3,6,0.092307692,1.688311688,7
1,-2,3,1464,0.001791984,2,1,0.015384615,2.653061224,10
6,5,13,1469.666667,0.001024215,6.833333333,6,0.092307692,4.642857143,13
2,-4,21,1851,0.005812253,1.5,2,0.030769231,0.817610063,40
4,-3,56.5,1644,0.011145217,8,4,0.061538462,0.426229508,9
1,-1,0,1601,0.010125009,6,1,0.015384615,0.469314079,3
6,2,2.5,1869.333333,0.005520216,4.333333333,6,0.092307692,0.860927152,13
3,-1,39,1519.666667,0.001609246,5.333333333,3,0.046153846,2.954545455,5
6,4,10.5,1458.5,0.00032926,9,6,0.092307692,14.44444444,31
1,0,71,1601,0.010453216,12,1,0.015384615,0.454545455,0
4,-2,1,1480.25,0.001243599,2.25,4.5,0.061538462,3.823529412,15
7,1,62.5,1752.428571,0.010890221,3.571428571,7,0.107692308,0.436241611,14
1,-3,12,433,0.007059079,5,2.5,0.022222222,1.384615385,0
1,0,0,1419,0.013997396,34,2.5,0.022222222,0.697674419,17
4,4,4.5,1125.5,0,10.75,7,0.088888889,45,2
4,-1,0,1006.75,0.007060613,4.25,6,0.088888889,1.384615385,17
5,0,11.5,1206,0.000761035,4,7.5,0.111111111,12.85714286,18
4,-1,7.5,1502,0.002608696,10.25,6,0.088888889,3.75,17
1,-1,10,633,0.007815892,697,1,0.022222222,1.25,1
5,2,0,1768,0.006518905,5.4,4,0.111111111,1.5,15
7,5,30,1219,0.020065076,10.85714286,17.5,0.155555556,0.486486486,22
3,-1,0,1836,0.003260161,3.666666667,1,0.066666667,3,18
2,1,0,395,0.007057546,26,2.5,0.044444444,1.384615385,3
5,1,0,1316.6,0.000543715,4.4,7.5,0.111111111,18,10
1,0,26,1219,0.008356848,8,2.5,0.022222222,1.168831169,20
2,1,2.5,1569.5,0.019527012,6,5,0.044444444,0.5,5
3,3,0,1592.333333,0,9.333333333,3.5,0.142857143,21,34
1,-2,63.5,1641,0.160924041,14,1.5,0.047619048,0.102189781,4
3,2,13,1711,0.124213836,28.33333333,6,0.142857143,0.132911392,27
3,-2,0,1559.666667,0.14145768,12,6,0.142857143,0.11634349,11
5,4,0,1632.6,0.141568627,10,8.5,0.238095238,0.11634349,37
1,0,2.5,1641,0.122344611,30,2.5,0.047619048,0.135048232,1
3,0,4.5,1558.333333,0.132757266,7.333333333,4.5,0.142857143,0.124260355,20
1,-2,0,1641,0.139717425,33,1,0.047619048,0.117977528,1
1,-2,0,1931,0.026771654,22,0,0.047619048,0.617647059,51
5,5,0,1013,0,2,0,0.625,8,3
3,-2,0,1013,7.47E-05,2.666666667,0,0.375,8,12
9,3,1.5,1480,0.00051835,5.333333333,9,0.054878049,65.6,3
5,-1,0,1145,0.000518672,0.8,5,0.030487805,65.6,17
3,-1,0,434,0,0,3,0.018292683,164,0
4,-4,0,1477.75,0,8.75,4,0.024390244,164,0
1,1,6.5,469,0,1,1,0.006097561,164,0
8,5,0,1240.5,0,0.875,8,0.048780488,164,6
28,26,0,1370.607143,0,1.928571429,27,0.170731707,164,6
3,-1,4,861.6666667,0,0.333333333,3,0.018292683,164,0
4,-17,0,1141.25,0,0.25,7,0.024390244,164,3
21,13,3,1310.428571,0,1.095238095,21,0.12804878,164,5
2,1,0,1352.5,0,2,2,0.012195122,164,0
8,-5,0,1337.25,0,5.25,8,0.048780488,164,0
6,5,0,1325.833333,0.000518457,12.5,6,0.036585366,65.6,8
13,-19,0,1155.538462,0,5.076923077,13,0.079268293,164,4
8,0,0,1199,0,1,9.5,0.048780488,164,8
1,-8,0,1811,0.000518242,6,2.5,0.006097561,65.6,10
1,0,0,469,0,0,1,0.006097561,164,0
6,3,10,729.6666667,0,2.166666667,6,0.036585366,164,2
32,4,0,1287.3125,0,2.9375,32,0.195121951,164,7
1,-4,0,1811,0.000518565,3,1,0.006097561,65.6,0
1,0,0,1325,0.000561272,20,0,0.0625,1.777777778,6
1,1,0,1325,0,17,0,0.0625,16,6
14,13,8,977,0.001122474,20.14285714,0,0.875,0.888888889,17
1,1,0,1195,0,1280,2.5,1,1,0
1,-1,34,1727,0.004867151,12,1.5,0.019607843,0.836065574,5
3,1,23.5,685,0.005902529,4.666666667,7.5,0.058823529,0.689189189,5
2,-2,16.5,1093,0.003989786,10.5,2,0.039215686,1.02,7
6,6,8,1517,0,16.33333333,9.5,0.117647059,51,13
4,1,0,829.75,0.003990105,14.75,6,0.078431373,1.02,7
3,2,9.5,1554,0.000519045,11.66666667,4.5,0.058823529,7.846153846,6
3,1,13,918,0.003990423,3,3,0.058823529,1.02,0
2,-3,1.5,1090.5,0.003272408,2,2,0.039215686,1.243902439,6
2,-1,15.5,1083,0.001237624,7.5,5,0.039215686,3.290322581,6
2,-1,3,1052.5,0.005424811,4,3,0.039215686,0.75,7
2,0,0,1852,0.00179612,6,5,0.039215686,2.266666667,19
1,-1,3.5,685,0.008613127,6,2.5,0.019607843,0.472222222,0
2,0,2.5,334,0.001397094,6,1,0.039215686,2.914285714,2
3,2,1.5,1522.333333,0.00534546,4,5.5,0.058823529,0.76119403,4
5,3,15,748.6,0.003272669,12.4,8,0.098039216,1.243902439,5
3,2,27.5,1128.333333,0.00861244,7.333333333,7.5,0.058823529,0.472222222,8
1,-5,14.5,1895,0.000119789,12,2.5,0.019607843,34,3
2,0,3,685,0.005902999,15.5,2.5,0.039215686,0.689189189,1
2,0,5,1412.5,0.001397206,1.5,3.5,0.039215686,2.914285714,1
2,-1,3.5,911,0.006021694,16,4,0.039215686,0.675496689,23
2,0,2.5,1629,0.018649856,2.5,4,0.095238095,0.295774648,5
3,3,1.5,1572,0,8.333333333,6.5,0.142857143,21,10
1,0,1.5,1898,0.008409987,4,2.5,0.047619048,0.65625,21
1,-3,6,1371,0.006834911,6,2.5,0.047619048,0.807692308,4
3,2,43.5,1690,0.004472507,9.333333333,6.5,0.142857143,1.235294118,7
1,-2,3,1898,0.00486586,5,1,0.047619048,1.135135135,0
2,1,267,1888.5,0.024153321,10.5,5,0.095238095,0.22826087,7
4,3,51.5,1589,0.004864581,7,7.5,0.19047619,1.135135135,8
1,-2,76,1286,0.000921053,10,1.5,0.047619048,6,8
2,1,0,1806.5,0.016684183,9.5,5,0.095238095,0.330708661,6
1,-1,222,1898,0.019170168,5,2.5,0.047619048,0.287671233,12
1,0,0,335,0,6,0,0.333333333,3,0
1,0,0,278,0,12,0,0.333333333,3,0
1,1,0,278,0,12,0,0.333333333,3,0
4,-1,5,1953,0.003257771,10.25,0,0.044444444,1.875,3
1,0,0,1910,0.003460912,2,2.5,0.011111111,1.764705882,0
5,0,0,1910,0.003257992,1,9.5,0.055555556,1.875,0
5,-6,44,1910,0.002952756,4.8,12.5,0.055555556,2.068965517,26
3,3,20,1684.666667,0,2.666666667,7.5,0.033333333,90,5
11,7,41,1910,0.002885072,9.909090909,19.5,0.122222222,2.117647059,25
4,-1,14.5,1910,0.002817379,4,9,0.044444444,2.168674699,3
5,-7,113,1910,0.002817571,1.6,8.5,0.055555556,2.168674699,12
12,6,0,1797.333333,0.002715915,2.5,27,0.133333333,2.25,22
8,6,1.5,1653.625,0.000407553,3.875,17,0.088888889,15,13
3,-5,0,1707.333333,0.000916933,2.333333333,5.5,0.033333333,6.666666667,3
6,-2,5,1758,0.001018607,2.5,13,0.066666667,6,19
8,2,1.5,1368.875,0.000916808,2,13,0.088888889,6.666666667,17
1,-3,10.5,1910,0.003393281,0,1.5,0.011111111,1.8,1
6,0,0,1562.333333,0.002546343,3.666666667,14,0.066666667,2.4,7
2,-1,0,1606,6.79E-05,6,5,0.022222222,90,3
6,3,2.5,1759,0.00091687,5.166666667,15,0.066666667,6.666666667,22
4,4,0,64.5,0,25.25,6,1,4,0
3,2,13.5,1874,0.01809443,16.33333333,4,0.033333333,0.703125,26
8,3,10,1671,0.017263337,4.125,10.5,0.088888889,0.737704918,46
3,0,0,1830,0.017677839,5,4.5,0.033333333,0.72,2
5,0,135,1645,0.016841211,6.4,7.5,0.055555556,0.756302521,52
5,-8,42,1187.8,0.016702052,12.8,6,0.055555556,0.762711864,13
4,4,101.5,1481,0,11.25,6,0.044444444,90,8
13,9,4.5,1752.307692,0.016279728,9,18,0.144444444,0.782608696,25
3,2,11,928,0.001275691,4.666666667,4.5,0.033333333,10,2
4,1,28.5,1830,0.01614045,4.75,6,0.044444444,0.789473684,2
3,-2,33,1796.333333,0.00431889,10.66666667,4.5,0.033333333,2.950819672,56
5,0,15,1788.2,0.003186517,8.2,7.5,0.055555556,4,13
1,-2,0,477,0.000354409,2,1.5,0.011111111,36,4
1,-2,0,1830,0.00127551,5,1.5,0.011111111,10,2
1,-3,0,1526,0.017470646,0,1,0.011111111,0.728744939,0
4,-1,3,1678,0.001770789,6.75,5,0.044444444,7.2,12
1,0,3,1830,0.018096989,11,1.5,0.011111111,0.703125,0
5,3,27,1838.8,0.001629357,1.8,7,0.055555556,7.826086957,1
4,-4,25,1526,0.017260894,5.75,6,0.044444444,0.737704918,6
5,1,20,1702.8,0.002832861,3.8,7.5,0.055555556,4.5,5
3,0,0,1844.666667,0.0195053,3.666666667,4,0.033333333,0.652173913,2
3,-1,18.5,1364.666667,0,9,4.5,0.033333333,90,3
3,2,4.5,1728.666667,0.017468175,4.333333333,4.5,0.033333333,0.728744939,2
2,1,224.5,1830,0.001629588,6,2.5,0.022222222,7.826086957,0
1,-2,0,1830,0.017675339,12,1.5,0.011111111,0.72,2
1,-1,94,1569,0.007587172,29,0,0.023255814,0.609929078,22
2,-2,0,832,0.004576782,15,2,0.046511628,1.011764706,7
3,-1,30,1569,0.006350915,6.333333333,2,0.069767442,0.728813559,6
4,0,70,1891,0.004361874,3.5,3,0.093023256,1.061728395,19
4,3,38.5,1734.75,0.00317751,5.25,0,0.093023256,1.457627119,24
1,-2,65,1891,0.000915652,10,0,0.023255814,5.058823529,15
3,1,0,1682.666667,0.000592545,11,1,0.069767442,7.818181818,15
2,-8,35,1891,0,2.5,2,0.046511628,43,8
10,10,0,859.2,0,1.2,24,0.23255814,43,11
1,-3,0,1569,0.005329457,12,0,0.023255814,0.868686869,2
4,2,123.5,851.5,0.005222354,14,4,0.093023256,0.886597938,12
2,1,30,1684,0.011137415,40,1,0.046511628,0.415458937,41
4,3,4.5,1534.25,0.005598019,9.5,2,0.093023256,0.826923077,10
2,-1,21.5,1569,0.007426542,9,2,0.046511628,0.623188406,3
1,-3,1.5,1823,0.173989455,22,1.5,0.043478261,0.232323232,70
3,-2,0,1668,0.002650177,10.66666667,4.5,0.130434783,15.33333333,45
4,0,0,1673.25,0.089788732,20,6,0.173913043,0.450980392,148
6,5,0,1762,0.363157895,32.66666667,9,0.260869565,0.111111111,295
5,5,2.5,1659.6,0,18.2,7.5,0.217391304,23,32
4,1,0,1693.75,0.052910053,19.25,6,0.173913043,0.766666667,53
1,1,0,1515,0,0,0,1,1,1
2,-2,153.5,1529.5,0.015294562,13,0,0.1,0.164609053,42
4,2,158,1529.5,0.004972932,16.25,0,0.2,0.506329114,72
1,1,17,1949,0,5,0,0.05,20,2
2,-2,174,1949,0.003336691,4.5,0,0.1,0.754716981,6
1,0,79.5,1949,0.000377881,3,0,0.05,6.666666667,11
2,1,94.5,1754,0.002455919,7.5,0,0.1,1.025641026,48
1,-2,0,1949,0.023785552,13,0,0.05,0.105820106,1
3,1,424.5,1949,0.020956576,7.666666667,0,0.15,0.12012012,32
4,2,42,1949,0.003022289,9.25,0,0.2,0.833333333,13
13,10,0,1482.230769,0.03046875,22.76923077,32.5,0.216666667,1.025641026,25
3,-5,0,1088,0.030484627,0.333333333,4.5,0.05,1.025641026,0
8,7,0,1158.5,0.029718457,0.875,12,0.133333333,1.052631579,3
1,1,0,1654,0,20,1.5,0.016666667,60,7
1,-7,0,1234,0.029733959,20,1.5,0.016666667,1.052631579,0
8,2,0,849.75,0.029749478,3.375,12,0.133333333,1.052631579,1
6,2,29,1031,0.029765013,18,9,0.1,1.052631579,6
3,-2,0,1618.666667,0.011500261,16.66666667,4.5,0.05,2.727272727,19
8,-5,0,1360.25,0.035658511,4.75,20,0.133333333,0.875912409,4
4,1,0,1853,0.020376176,115.5,6,0.066666667,1.538461538,39
5,4,0,1360.8,0.003922594,18.6,7.5,0.083333333,8,38
1,-1,82.5,778,0.002086521,8,1.5,0.166666667,0.4,7
2,2,0,1823,0,6.5,3,0.333333333,6,14
3,2,3,1474.666667,0.003685675,7.666666667,4.5,0.5,0.226415094,33
1,0,0,1936,0.006974582,19,0,0.111111111,0.4,3
2,1,0,1936,0.003722084,3.5,0,0.222222222,0.75,7
1,0,0,1936,0.002327025,10,0,0.111111111,1.2,3
1,0,0,1111,0.000931099,21,0,0.111111111,3,3
1,-1,0,1936,0.005891473,15,0,0.111111111,0.473684211,2
1,0,0,1936,0,13,0,0.111111111,9,2
1,0,0,1550,0.008831732,60,0,0.111111111,0.315789474,1
1,1,0,201,0,42,0,0.111111111,9,0
7,7,8.5,438,0,7.142857143,10.5,1,7,5
1,1,0,487,0,135,1.5,1,1,0
